tax_id,Org_name,GeneID,CurrentID,Status,Symbol,,,,,,,,,,,,,,,,,,,,,,
93162,Marmota flaviventris,114101690,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
29139,Vombatus ursinus,114039336,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9704,Zalophus californianus,113939587,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
30522,Bos indicus x Bos taurus,113878373,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
1234273,Tachysurus fulvidraco,113663944,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
90247,Lagenorhynchus obliquidens,113633022,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8005,Electrophorus electricus,113570174,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8673,Pseudonaja textilis,113451334,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
116960,Ursus arctos horribilis,113271152,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9999,Urocitellus parryii,113183981,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
205130,Mastacembelus armatus,113125452,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
7957,Carassius auratus,113048774,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8154,Astatotilapia calliptera,113018712,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9627,Vulpes vulpes,112924853,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9696,Puma concolor,112856999,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
34884,Callorhinus ursinus,112817082,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
286419,Canis lupus dingo,112647438,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9565,Theropithecus gelada,112610199,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
1706337,Neophocaena asiaeorientalis asiaeorientalis,112401891,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9430,Desmodus rotundus,112308825,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
2587831,Terrapene carolina triunguis,112119817,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8036,Salvelinus alpinus,111950504,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
1676925,Paramormyrops kingsleyae,111850623,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
1841481,Seriola lalandi dorsalis,111650698,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
80972,Amphiprion ocellaris,111577187,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
591936,Piliocolobus tephrosceles,111527100,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
80966,Acanthochromis polyacanthus,110962689,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
29088,Neomonachus schauinslandi,110584444,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
10047,Meriones unguiculatus,110555127,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
299123,Lonchura striata domestica,110480316,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
38626,Phascolarctos cinereus,110194271,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
150288,Boleophthalmus pectinirostris,110159471,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9880,Odocoileus virginianus texanus,110121763,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
103695,Pogona vitticeps,110087754,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
56723,Labrus bergylta,109980675,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
43700,Monopterus albus,109951400,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8255,Paralichthys olivaceus,109634900,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
186990,Hipposideros armiger,109394672,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9691,Panthera pardus,109245932,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
113540,Scleropages formosus,108921730,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
125878,Nanorana parkeri,108804194,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
61621,Rhinopithecus bieti,108514363,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
42514,Pygocentrus nattereri,108415297,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9974,Manis javanica,108404266,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
2715852,Cebus imitator,108306559,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
37003,Kryptolebias marmoratus,108228351,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
75366,Sinocyclocheilus grahami,107599945,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
291302,Miniopterus natalensis,107544572,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9407,Rousettus aegyptiacus,107515689,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9994,Marmota marmota marmota,107158007,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
146911,Gekko japonicus,107121079,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
28743,Cyprinodon variegatus,107087774,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
32536,Acinonyx jubatus,106972437,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
48699,Poecilia latipinna,106945775,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
48701,Poecilia mexicana,106919132,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9172,Sturnus vulgaris,106863822,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9793,Equus asinus,106844218,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
52670,Austrofundulus limnaeus,106525321,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
10020,Dipodomys ordii,105983546,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
30608,Microcebus murinus,105877486,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
379532,Propithecus coquereli,105819395,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
37293,Aotus nancymaae,105720742,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9531,Cercocebus atys,105582225,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9568,Mandrillus leucophaeus,105549866,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
336983,Colobus angolensis palliatus,105523626,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9545,Macaca nemestrina,105473688,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
132908,Pteropus vampyrus,105291226,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9838,Camelus dromedarius,105103011,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9837,Camelus bactrianus,105077515,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8010,Esox lucius,105008589,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
43346,Bison bison bison,104990761,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
215358,Larimichthys crocea,104923960,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
885580,Fukomys damarensis,104855853,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
52644,Haliaeetus leucocephalus,104834080,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
61622,Rhinopithecus roxellana,104661662,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
29073,Ursus maritimus,103660368,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
482537,Galeopterus variegatus,103591400,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9798,Equus przewalskii,103557703,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8081,Poecilia reticulata,103480460,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
244447,Cynoglossus semilaevis,103387239,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
144197,Stegastes partitus,103358022,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
29078,Eptesicus fuscus,103296897,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
1868482,Carlito syrichta,103264637,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
1230840,Orycteropus afer afer,103206754,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
48698,Poecilia formosa,103137501,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9365,Erinaceus europaeus,103113788,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
118797,Lipotes vexillifer,103089875,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
176946,Python bivittatus,103061365,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
310752,Balaenoptera acutorostrata scammoni,103003426,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9755,Physeter catodon,102985658,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9694,Panthera tigris,102962571,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8469,Chelonia mydas,102934531,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
230844,Peromyscus maniculatus bairdii,102922013,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
